Aircraft,Total_Accidents,Fatal_Accidents,Total_Fatalities,Avg_Fatalities_Per_Accident,Units_Produced,Accidents_Per_Unit,Fatal_Accidents_Per_Unit
ARCTIC AIRCRAFT CO INC S 1B2,1,1,2.0,2.0,,,
ARGENCE ENAS A. CHRISTEN EAGLE,1,0,0.0,0.0,,,
ARGENCE RV-8,1,0,0.0,0.0,,,
ARION AIRCRAFT LLC LIGHTNING,1,0,0.0,0.0,,,
ARION AIRCRAFT LLC LIGHTNING LS-1,6,2,3.0,0.5,,,
ARION LIGHTNING,2,0,0.0,0.0,,,
ARION SKYS OPEN SPORT AVIATION LIGHTNING,1,0,0.0,0.0,,,
ARIOSTO JAMES J ARIOSTO MUSTANG II,1,0,0.0,0.0,,,
ARNOLD J/JONES D L AIR CAM,1,0,0.0,0.0,,,
ARNOLD ZODIAC CH 650,1,0,0.0,0.0,,,
ART LEE DELANO CH701,1,0,0.0,0.0,,,
ARTER WARREN CARBON CUB CCK-1865,1,0,0.0,0.0,,,
ARTIC AIRCRAFT CORP. S-1B2,1,0,0.0,0.0,,,
ARVOLD JORDON R CH 750,1,0,0.0,0.0,,,
ASHCRAFT DR107,1,0,0.0,0.0,,,
ATKINS ACRO-SPORT I,1,0,0.0,0.0,,,
ATR 72,1,1,43.0,43.0,,,
ATR 72-500,2,1,58.0,29.0,,,
ATR ATR42,5,0,0.0,0.0,,,
ATR ATR72,8,0,0.0,0.0,,,
ATR ATR72 - 212A,1,0,0.0,0.0,,,
ATTAWAY ROBERT H RV6A,1,0,0.0,0.0,,,
AUDENRIED KITFOX S7 SUPERSPORT,1,0,0.0,0.0,,,
AUGUSTINE DAVID L SONEX,1,1,1.0,1.0,,,
AUMAN JL T-51,1,0,0.0,0.0,,,
AVE STEPHEN RV8,1,0,0.0,0.0,,,
AVEKO SRO VL-3 LSA,1,0,0.0,0.0,,,
AVEKO SRO VL-3C-1,1,0,0.0,0.0,,,
AVENTURA II,1,0,0.0,0.0,,,
AVERY JACK H GLASTAR GS-1,1,0,0.0,0.0,,,
AVES DOUGLAS JAMES RV 6,1,1,2.0,2.0,,,
AVIAMILANO FALCO F8L,1,1,2.0,2.0,,,
AVIAT A 1,1,0,0.0,0.0,,,
AVIAT A-1,1,0,0.0,0.0,,,
AVIAT A-1B,7,1,1.0,0.14285714285714285,,,
AVIAT A-1C 200,1,0,0.0,0.0,,,
AVIAT A-1C-180,2,1,1.0,0.5,,,
AVIAT A-1C-200,3,1,1.0,0.3333333333333333,,,
AVIAT A1,17,1,1.0,0.058823529411764705,,,
AVIAT A1 - B,1,0,0.0,0.0,,,
AVIAT A1-A,1,0,0.0,0.0,,,
AVIAT A1B,1,0,0.0,0.0,,,
AVIAT A1C-180,1,1,2.0,2.0,,,
AVIAT AIRCRAFT A-1C-180,1,0,0.0,0.0,,,
AVIAT AIRCRAFT INC A,2,1,2.0,1.0,,,
AVIAT AIRCRAFT INC A 1,4,0,0.0,0.0,,,
AVIAT AIRCRAFT INC A 1B,8,0,0.0,0.0,,,
AVIAT AIRCRAFT INC A-1,3,0,0.0,0.0,,,
AVIAT AIRCRAFT INC A-1A,4,1,2.0,0.5,,,
AVIAT AIRCRAFT INC A-1B,22,0,0.0,0.0,,,
AVIAT AIRCRAFT INC A-1C,6,0,0.0,0.0,,,
AVIAT AIRCRAFT INC A-1C-180,13,1,1.0,0.07692307692307693,,,
AVIAT AIRCRAFT INC A-1C-200,9,1,2.0,0.2222222222222222,,,
AVIAT AIRCRAFT INC A1,1,0,0.0,0.0,,,
AVIAT AIRCRAFT INC HUSKY,1,0,0.0,0.0,,,
AVIAT AIRCRAFT INC PITTS S 2B,1,0,0.0,0.0,,,
AVIAT AIRCRAFT INC S 2C,2,0,0.0,0.0,,,
AVIAT AIRCRAFT INC. A-1C-180,1,1,1.0,1.0,,,
"AVIAT AIRCRAFT, INC. A-1B",1,0,0.0,0.0,,,
AVIAT HUSKY,1,0,0.0,0.0,,,
AVIAT INC A 1,1,1,1.0,1.0,,,
AVIAT INC A-1,4,2,2.0,0.5,,,
AVIAT INC PITTS S-2B,3,0,0.0,0.0,,,
AVIAT PITTS S-2B,1,1,2.0,2.0,,,
AVIAT PITTS S2B,1,0,0.0,0.0,,,
AVIAT S,1,0,0.0,0.0,,,
AVIAT S2,1,0,0.0,0.0,,,
AVID AIRCRAFT MARK IV AEROBAT,1,0,0.0,0.0,,,
AVID AIRCRAFT MK-IV,1,0,0.0,0.0,,,
AVID AVID FLYER,2,1,1.0,0.5,,,
AVID AVID MAGNUM,3,0,0.0,0.0,,,
AVID AVID MARK IV,1,0,0.0,0.0,,,
AVID MARK IV,2,1,1.0,0.5,,,
AVID MK-4,1,0,0.0,0.0,,,
AVIOCAR CASA C212,1,1,18.0,18.0,,,
AVIONS FAIREY TIPSY NIPPER T-66,1,1,1.0,1.0,,,
AVIONS MAX HOLSTE MH 1521 BROUSSARD,1,0,0.0,0.0,,,
AVIONS MUDRY CIE CAP 231,1,0,0.0,0.0,,,
AVIONS MUDRY ET CIE CAP,1,0,0.0,0.0,,,
AVIONS ROBIN DR400,2,2,3.0,1.5,,,
AVIONS ROBIN ROBIN DR 400/140 B,1,1,2.0,2.0,,,
AVRO 146,2,0,0.0,0.0,,,
AVRO RJ85,1,0,0.0,0.0,,,
AXELL CHARLES L RV-6,1,0,0.0,0.0,,,
AYERS LESS DRAG SPECIAL,1,1,2.0,2.0,,,
AYRES CORP S2R,1,1,1.0,1.0,,,
AYRES CORPORATION S 2R,1,0,0.0,0.0,,,
AYRES CORPORATION S-2R,2,1,1.0,0.5,,,
AYRES CORPORATION S2R,2,1,1.0,0.5,,,
AYRES CORPORATION S2R G10,1,0,0.0,0.0,,,
AYRES CORPORATION S2R G6,1,0,0.0,0.0,,,
AYRES CORPORATION S2R T34,4,1,1.0,0.25,,,
AYRES CORPORATION S2R-600,3,0,0.0,0.0,,,
AYRES CORPORATION S2R-G1,1,0,0.0,0.0,,,
AYRES CORPORATION S2R-G10,2,0,0.0,0.0,,,
AYRES CORPORATION S2R-G6,3,0,0.0,0.0,,,
AYRES CORPORATION S2R-R1340,4,0,0.0,0.0,,,
AYRES CORPORATION S2R-T15,1,0,0.0,0.0,,,
AYRES CORPORATION S2R-T34,14,2,2.0,0.14285714285714285,,,
AYRES CORPORATION S2R-T41,1,0,0.0,0.0,,,
AYRES CORPORATION S2R-T65,1,0,0.0,0.0,,,
AYRES S 2R,2,0,0.0,0.0,,,
AYRES S-2R,1,0,0.0,0.0,,,
AYRES S2R,22,6,6.0,0.2727272727272727,,,
AYRES S2R-600,1,0,0.0,0.0,,,
AYRES S2R-G10,2,0,0.0,0.0,,,
AYRES S2R-G6,3,0,0.0,0.0,,,
AYRES S2R-T15,1,1,1.0,1.0,,,
AYRES S2R-T34,2,0,0.0,0.0,,,
AYRES S2R600,1,0,0.0,0.0,,,
AYRES SRT34,1,0,0.0,0.0,,,
AYRES THRUSH S2R,1,0,0.0,0.0,,,
AYRES THRUSH S2R-T34,1,1,2.0,2.0,,,
BABCOCK KR-2,1,0,0.0,0.0,,,
BABENCO HENRY D. RV-7,1,1,1.0,1.0,,,
BACH JOSEPH E KITFOX IV,1,0,0.0,0.0,,,
BACKOVICH GEORGE C G P 5,1,1,1.0,1.0,,,
BADEAUX CHALLENGER II,1,0,0.0,0.0,,,
BAE 146,1,0,0.0,0.0,,,
BAE ATP,1,0,0.0,0.0,,,
BAE AVRO146RJ,3,0,0.0,0.0,,,
BAE AVRO146RJ - 100,1,0,0.0,0.0,,,
BAE BAE 125 SERIES 800A,1,0,0.0,0.0,,,
BAE BAE125,1,0,0.0,0.0,,,
BAE BAE146 - 199,1,0,0.0,0.0,,,
BAE JETSTREAM,1,0,0.0,0.0,,,
BAE JETSTREAM 41,1,1,1.0,1.0,,,
BAE JETSTREAM3100,3,0,0.0,0.0,,,
BAE JETSTREAM3100 - 3100,1,0,0.0,0.0,,,
BAE JETSTREAM3100 - 3102,1,0,0.0,0.0,,,
BAE JETSTREAM4100,2,0,0.0,0.0,,,
BAE JETSTREAM4100 - 4100,1,0,0.0,0.0,,,
BAE RJ85,1,0,0.0,0.0,,,
BAE SYSTEMS (OPERATIONS) LIMIT AVRO 146-RJ85,1,0,0.0,0.0,,,
BAE SYSTEMS HAWK MK 67,1,0,0.0,0.0,,,
BAE SYSTEMS MK-67 HAWK,1,0,0.0,0.0,,,
BAGLEY CURTIS LYNN RANS S-6S COYOTE II,2,0,0.0,0.0,,,
BAILEY N MOYES DRAGONFLY,1,1,1.0,1.0,,,
BAILEY ROBERT MOYES DRAGONFLY,1,0,0.0,0.0,,,
BAILEY VARIEZE,1,0,0.0,0.0,,,
BAILEY-MOYES MICROLIGHTS DRAGONFLY B MODEL,1,0,0.0,0.0,,,
BAKENG BAKENG DEUCE,1,0,0.0,0.0,,,
BAKENG DEUCE,1,0,0.0,0.0,,,
BAKER EUGENE L RV6-A,1,0,0.0,0.0,,,
BAKER VICTOR R KITFOX,1,0,0.0,0.0,,,
BAKER WAYNE CH-750,1,0,0.0,0.0,,,
BAL-AIR INC/WAYNE JOHN K CHRISTEN EAGLE,1,0,0.0,0.0,,,
BALCOMB KENNETH C III SEAREY,1,0,0.0,0.0,,,
BALDWIN SKYBOLT,1,0,0.0,0.0,,,
BARBER JOHN A GLASAIR,1,1,2.0,2.0,,,
BARBER ROBERT L SONERAI II L,1,0,0.0,0.0,,,
BARBER WARREN D TURBINE CUBS P A 18,1,0,0.0,0.0,,,
BARDOUCHE QUAD CITY ULTRALIGHT,1,0,0.0,0.0,,,
BAREISS DAVID A TANGO 2,1,0,0.0,0.0,,,
BARGER JERRY L CHALLENGER II,1,0,0.0,0.0,,,
BARGER STEVE M RV-7A,1,1,2.0,2.0,,,
BARKER A E B-2,1,0,0.0,0.0,,,
BARNARD/STANCIL GLASTAR,1,0,0.0,0.0,,,
BARNES RICHARD B/HOWE MICHAEL VANS RV 10,1,0,0.0,0.0,,,
BARNES STEVEN D STEVE BARNES RV 4,1,0,0.0,0.0,,,
BARNES THOMAS A VANS,1,0,0.0,0.0,,,
BARNETT ALLEN S RV7,1,1,2.0,2.0,,,
BARNEY OLDFIELD AIRCRAFT CO BABY LAKES,1,0,0.0,0.0,,,
BARNEY STARDUSTRER SA-100,1,0,0.0,0.0,,,
BARRON STARDUSTER SA 300,1,0,0.0,0.0,,,
BARROW ROSE PARRAKEET,1,0,0.0,0.0,,,
BARROW TED A ONE EASY,1,1,1.0,1.0,,,
BARROWS BEARHAWK LSA,1,0,0.0,0.0,,,
BARTELS LANCAIR,1,1,1.0,1.0,,,
BARTHOLOMEW LANCAIR 320,1,0,0.0,0.0,,,
BARTLE LANCAIR IV-P,1,0,0.0,0.0,,,
BATES STARDUSTER SA-300,1,0,0.0,0.0,,,
BAUER THOMAS G KITFOX III,1,0,0.0,0.0,,,
BAYER OSCAR STARDUSTER SA300,1,0,0.0,0.0,,,
BAYLISS MILTON A III X-AIR,1,0,0.0,0.0,,,
BEAGLE B121,1,0,0.0,0.0,,,
BEAGLE B206 SERIES 2,1,0,0.0,0.0,,,
BEAN R E/R B WELD INC GLASAIR III,1,1,2.0,2.0,,,
BEARDEN BIPLANE SOPWITH CAMEL,1,0,0.0,0.0,,,
BEARHAWK BEARHAWK,2,1,2.0,1.0,,,
BEARHAWK PATROL,1,1,2.0,2.0,,,
BEAUDRY PHILLIP AVENTURA II,1,0,0.0,0.0,,,
BECKER ELMER L STOL CH 750,1,0,0.0,0.0,,,
BECKERT BRUCE A RV-6,1,0,0.0,0.0,,,
BEDE 5J,1,1,1.0,1.0,,,
BEDE BD5,1,1,1.0,1.0,,,
BEDECORP LLC BD-22,1,1,1.0,1.0,,,
BEECH 100,2,0,0.0,0.0,,,
BEECH 19,4,0,0.0,0.0,,,
BEECH 1900,15,5,62.0,4.133333333333334,,,
BEECH 1900 - D,1,0,0.0,0.0,,,
BEECH 1900C,11,4,25.0,2.272727272727273,,,
BEECH 1900D,8,0,0.0,0.0,,,
BEECH 19A,6,4,12.0,2.0,,,
BEECH 200,34,11,44.0,1.2941176470588236,,,
BEECH 23,20,1,1.0,0.05,,,
BEECH 24,2,0,0.0,0.0,,,
BEECH 300,7,2,10.0,1.4285714285714286,,,
BEECH 33,6,4,6.0,1.0,,,
BEECH 35,47,6,11.0,0.23404255319148937,,,
BEECH 35 - UNDESIGNAT,1,0,0.0,0.0,,,
BEECH 35 33,1,0,0.0,0.0,,,
BEECH 35 A33,2,1,1.0,0.5,,,
BEECH 35 B33,2,1,1.0,0.5,,,
BEECH 35 C33,1,0,0.0,0.0,,,
BEECH 35 C33A,1,0,0.0,0.0,,,
BEECH 35-33,3,1,2.0,0.6666666666666666,,,
BEECH 35-A33,6,1,1.0,0.16666666666666666,,,
BEECH 35-B33,8,1,2.0,0.25,,,
BEECH 35-C33,9,1,2.0,0.2222222222222222,,,
BEECH 35-C33A,3,0,0.0,0.0,,,
BEECH 35/33,1,1,3.0,3.0,,,
BEECH 350,2,0,0.0,0.0,,,
BEECH 35A33,1,1,1.0,1.0,,,
BEECH 35B33,2,0,0.0,0.0,,,
BEECH 35C33,2,2,4.0,2.0,,,
BEECH 36,29,3,4.0,0.13793103448275862,,,
BEECH 390,2,1,5.0,2.5,,,
BEECH 3N,1,1,2.0,2.0,,,
BEECH 3NM,1,0,0.0,0.0,,,
BEECH 400,5,0,0.0,0.0,,,
BEECH 400A,2,0,0.0,0.0,,,
BEECH 50,2,1,1.0,0.5,,,
BEECH 55,12,2,3.0,0.25,,,
BEECH 56,1,0,0.0,0.0,,,
BEECH 58,69,29,83.0,1.2028985507246377,,,
BEECH 58P,9,3,5.0,0.5555555555555556,,,
BEECH 58TC,3,2,2.0,0.6666666666666666,,,
BEECH 60,6,5,8.0,1.3333333333333333,,,
BEECH 65,4,2,4.0,1.0,,,
BEECH 65 A90,1,0,0.0,0.0,,,
BEECH 65 A90 1,1,1,2.0,2.0,,,
BEECH 65-80-8800,1,0,0.0,0.0,,,
BEECH 65-A80,1,0,0.0,0.0,,,
BEECH 65-A90,4,1,11.0,2.75,,,
BEECH 65-A90-1,1,0,0.0,0.0,,,
BEECH 65-B80,1,0,0.0,0.0,,,
BEECH 65A90,2,1,3.0,1.5,,,
BEECH 76,24,1,3.0,0.125,,,
BEECH 76 - NO SERIES,1,0,0.0,0.0,,,
BEECH 77,9,1,1.0,0.1111111111111111,,,
BEECH 90,3,1,1.0,0.3333333333333333,,,
BEECH 900XP,1,0,0.0,0.0,,,
BEECH 90B,1,0,0.0,0.0,,,
BEECH 95,6,3,12.0,2.0,,,
BEECH 95 55,4,1,1.0,0.25,,,
BEECH 95 B55,3,0,0.0,0.0,,,
BEECH 95 B55 (T42A),7,4,13.0,1.8571428571428572,,,
BEECH 95 C55,3,1,1.0,0.3333333333333333,,,
BEECH 95-55,3,2,5.0,1.6666666666666667,,,
BEECH 95-A55,6,2,3.0,0.5,,,
BEECH 95-B55,14,7,19.0,1.3571428571428572,,,
BEECH 95-B55 (T4,1,1,3.0,3.0,,,
BEECH 95-B55 (T42A),15,3,5.0,0.3333333333333333,,,
BEECH 95-C55,7,0,0.0,0.0,,,
BEECH 95B55,12,5,13.0,1.0833333333333333,,,
BEECH 95B55 - B,1,1,3.0,3.0,,,
BEECH 99,8,2,3.0,0.375,,,
BEECH A-36,1,1,3.0,3.0,,,
BEECH A100,9,3,21.0,2.3333333333333335,,,
BEECH A200,2,0,0.0,0.0,,,
BEECH A23,11,2,2.0,0.18181818181818182,,,
BEECH A23 24,4,0,0.0,0.0,,,
BEECH A23-19,4,0,0.0,0.0,,,
BEECH A23-24,6,0,0.0,0.0,,,
BEECH A23A,1,0,0.0,0.0,,,
BEECH A24,2,1,2.0,1.0,,,
BEECH A24R,3,0,0.0,0.0,,,
BEECH A35,9,5,9.0,1.0,,,
BEECH A36,149,54,111.0,0.7449664429530202,,,
BEECH A36 - TC,1,0,0.0,0.0,,,
BEECH A36 - UNDESIGNAT,1,0,0.0,0.0,,,
BEECH A36TC,23,10,21.0,0.9130434782608695,,,
BEECH A45,5,3,5.0,1.0,,,
BEECH A60,4,1,2.0,0.5,,,
BEECH AIRCRAFT CO. F33,1,1,2.0,2.0,,,
BEECH AIRCRAFT CORP V 35B,1,1,3.0,3.0,,,
BEECH AIRCRAFT CORPORATION 58,1,0,0.0,0.0,,,
BEECH AIRCRAFT CORPORATION A 36,1,1,1.0,1.0,,,
BEECH AIRCRAFT CORPORATION BEECH 95-B55,1,1,2.0,2.0,,,
BEECH AIRCRAFT CORPORATION BEECH C 24R,1,1,1.0,1.0,,,
BEECH AIRCRAFT E33A,1,1,3.0,3.0,,,
BEECH AIRCRAFT E55,1,1,4.0,4.0,,,
BEECH AIRCRAFT V35B,1,1,1.0,1.0,,,
BEECH B,1,0,0.0,0.0,,,
BEECH B 55,2,0,0.0,0.0,,,
BEECH B 60,1,1,2.0,2.0,,,
BEECH B-23,1,0,0.0,0.0,,,
BEECH B-55,1,0,0.0,0.0,,,
BEECH B-60,3,1,2.0,0.6666666666666666,,,
BEECH B-99,1,0,0.0,0.0,,,
BEECH B100,9,3,7.0,0.7777777777777778,,,
BEECH B19,14,0,0.0,0.0,,,
BEECH B200,14,4,17.0,1.2142857142857142,,,
BEECH B23,5,0,0.0,0.0,,,
BEECH B24R,5,1,1.0,0.2,,,
BEECH B300,4,2,14.0,3.5,,,
BEECH B35,7,1,1.0,0.14285714285714285,,,
BEECH B350,1,0,0.0,0.0,,,
BEECH B36,3,1,1.0,0.3333333333333333,,,
BEECH B36TC,16,9,20.0,1.25,,,
BEECH B60,5,3,9.0,1.8,,,
BEECH B90,5,2,11.0,2.2,,,
BEECH B95,3,1,4.0,1.3333333333333333,,,
BEECH BE-100,1,1,6.0,6.0,,,
BEECH BE-200,1,1,7.0,7.0,,,
BEECH BE-23,2,1,1.0,0.5,,,
BEECH BE-300-LW,1,1,2.0,2.0,,,
BEECH BE-36,2,1,2.0,1.0,,,
BEECH BE-55,1,1,3.0,3.0,,,
BEECH BE-58,1,0,0.0,0.0,,,
BEECH BE-60,1,1,1.0,1.0,,,
BEECH BE-76,1,1,2.0,2.0,,,
BEECH BE-77,1,1,1.0,1.0,,,
BEECH BE-99,1,1,2.0,2.0,,,
BEECH BE35,1,0,0.0,0.0,,,
BEECH BE58,1,0,0.0,0.0,,,
BEECH BE99,1,0,0.0,0.0,,,
BEECH BE9L-C90,1,1,5.0,5.0,,,
BEECH C 50,1,0,0.0,0.0,,,
BEECH C 99,3,0,0.0,0.0,,,
BEECH C-23,1,0,0.0,0.0,,,
BEECH C-45G,1,0,0.0,0.0,,,
BEECH C-45H,1,1,1.0,1.0,,,
BEECH C-50,1,0,0.0,0.0,,,
BEECH C-99,3,0,0.0,0.0,,,
BEECH C17B,1,0,0.0,0.0,,,
BEECH C23,41,6,13.0,0.3170731707317073,,,
BEECH C24,5,2,3.0,0.6,,,
BEECH C24R,12,5,8.0,0.6666666666666666,,,
BEECH C35,11,6,9.0,0.8181818181818182,,,
BEECH C90,26,12,23.0,0.8846153846153846,,,
BEECH C90 - A,1,0,0.0,0.0,,,
BEECH C90 - GTI,1,1,3.0,3.0,,,
BEECH C90-1,1,0,0.0,0.0,,,
BEECH C90A,5,1,3.0,0.6,,,
BEECH C90B,2,1,2.0,1.0,,,
BEECH C99,1,0,0.0,0.0,,,
BEECH D 45,1,0,0.0,0.0,,,
BEECH D-45,1,1,2.0,2.0,,,
BEECH D-45 (T-34B),1,0,0.0,0.0,,,
BEECH D17,3,0,0.0,0.0,,,
BEECH D17S,7,1,1.0,0.14285714285714285,,,
BEECH D18S,1,0,0.0,0.0,,,
BEECH D35,6,1,1.0,0.16666666666666666,,,
BEECH D55,7,4,9.0,1.2857142857142858,,,
BEECH D95,2,1,1.0,0.5,,,
BEECH D95A,1,1,1.0,1.0,,,
BEECH E 55,2,0,0.0,0.0,,,
BEECH E 90,4,2,6.0,1.5,,,
BEECH E-18,1,0,0.0,0.0,,,
BEECH E-55,5,2,3.0,0.6,,,
BEECH E-90,8,4,8.0,1.0,,,
BEECH E17B,1,0,0.0,0.0,,,
BEECH E17L,1,0,0.0,0.0,,,
BEECH E18S,4,2,3.0,0.75,,,
BEECH E18S-9700,1,0,0.0,0.0,,,
BEECH E33,2,1,3.0,1.5,,,
BEECH E33A,3,0,0.0,0.0,,,
BEECH E35,5,2,3.0,0.6,,,
BEECH E55,2,1,1.0,0.5,,,
BEECH E90,6,3,5.0,0.8333333333333334,,,
BEECH E90B,1,1,5.0,5.0,,,
BEECH F17D,1,0,0.0,0.0,,,
BEECH F33,14,7,13.0,0.9285714285714286,,,
BEECH F33 - A,1,0,0.0,0.0,,,
BEECH F33/G,1,0,0.0,0.0,,,
BEECH F33A,25,4,8.0,0.32,,,
BEECH F35,7,3,5.0,0.7142857142857143,,,
BEECH F90,7,1,3.0,0.42857142857142855,,,
BEECH F90-42,1,1,4.0,4.0,,,
BEECH G-36,2,0,0.0,0.0,,,
BEECH G-58,1,1,3.0,3.0,,,
BEECH G18,2,0,0.0,0.0,,,
BEECH G18 - S,1,1,1.0,1.0,,,
BEECH G18S,1,0,0.0,0.0,,,
BEECH G33,2,1,2.0,1.0,,,
BEECH G35,17,7,11.0,0.6470588235294118,,,
BEECH G36,1,1,2.0,2.0,,,
BEECH G58,2,1,2.0,1.0,,,
BEECH H-18,1,0,0.0,0.0,,,
BEECH H35,14,2,4.0,0.2857142857142857,,,
BEECH HAWKER 900XP,1,0,0.0,0.0,,,
BEECH J35,4,2,2.0,0.5,,,
BEECH K35,9,3,5.0,0.5555555555555556,,,
BEECH KINGAIR 200,1,1,8.0,8.0,,,
BEECH M35,5,2,7.0,1.4,,,
BEECH N35,8,1,2.0,0.25,,,
BEECH P35,11,5,8.0,0.7272727272727273,,,
BEECH RC 45J,1,0,0.0,0.0,,,
BEECH S35,18,7,13.0,0.7222222222222222,,,
BEECH SIERRA,1,0,0.0,0.0,,,
BEECH T 34B,1,0,0.0,0.0,,,
BEECH T34,1,0,0.0,0.0,,,
BEECH TC-45J,1,1,1.0,1.0,,,
BEECH U-8F,1,0,0.0,0.0,,,
BEECH V35,33,17,34.0,1.0303030303030303,,,
BEECH V35A,8,4,6.0,0.75,,,
BEECH V35B,29,8,16.0,0.5517241379310345,,,
BEECHCRAFT 35,1,0,0.0,0.0,,,
BEECHCRAFT 35-C33A,1,0,0.0,0.0,,,
BEECHCRAFT 390,2,0,0.0,0.0,,,
BEECHCRAFT 58,1,1,1.0,1.0,,,
BEECHCRAFT 58P,1,1,7.0,7.0,,,
BEECHCRAFT A23-24,1,0,0.0,0.0,,,
BEECHCRAFT A36,1,0,0.0,0.0,,,
BEECHCRAFT B36TC,1,1,3.0,3.0,,,
BEECHCRAFT C90A,1,0,0.0,0.0,,,
BEECHCRAFT CORPORATION A36TC,1,0,0.0,0.0,,,
BEECHCRAFT F33A,2,1,2.0,1.0,,,
BEECHCRAFT V35B,1,1,1.0,1.0,,,
BEERS TAILWIND 10,1,0,0.0,0.0,,,
BEHNE GLASAIR III,1,1,2.0,2.0,,,
BELAIR RAVEN,1,1,2.0,2.0,,,
BELCHER CH601XLB,1,0,0.0,0.0,,,
BELCHER WILLIAM B II FIRESTAR,2,0,0.0,0.0,,,
"BELCHER, GERALD C BEL AIRE 2000",1,0,0.0,0.0,,,
BELEW MARSHALL D II STEEN SKYBOLT,1,0,0.0,0.0,,,
BELIEVER CASA-16XFFM,1,0,0.0,0.0,,,
BELISLE THOMAS J RV7A,1,0,0.0,0.0,,,
BELL BILL KITFOX 6,1,0,0.0,0.0,,,
BELL P63,1,1,6.0,6.0,,,
BELLANCA 14 19,1,0,0.0,0.0,,,
BELLANCA 14-13,1,0,0.0,0.0,,,
BELLANCA 14-13-2,1,0,0.0,0.0,,,
BELLANCA 14-13-3A,1,0,0.0,0.0,,,
BELLANCA 14-19,1,0,0.0,0.0,,,
BELLANCA 14-19-2,2,0,0.0,0.0,,,
BELLANCA 14-19-3,2,0,0.0,0.0,,,
BELLANCA 14-19-3A,1,1,1.0,1.0,,,
BELLANCA 1413,1,0,0.0,0.0,,,
BELLANCA 1419,1,0,0.0,0.0,,,
BELLANCA 17 30,7,0,0.0,0.0,,,
BELLANCA 17 30A,4,1,1.0,0.25,,,
BELLANCA 17 31,1,0,0.0,0.0,,,
BELLANCA 17 31A,1,0,0.0,0.0,,,
BELLANCA 17 31ATC,1,1,2.0,2.0,,,
BELLANCA 17-30,4,1,2.0,0.5,,,
BELLANCA 17-30A,25,5,6.0,0.24,,,
BELLANCA 17-31A,1,0,0.0,0.0,,,
BELLANCA 17-31ATC,3,1,3.0,1.0,,,
BELLANCA 1730,6,2,4.0,0.6666666666666666,,,
BELLANCA 1730 - A,1,0,0.0,0.0,,,
BELLANCA 1730A,1,0,0.0,0.0,,,
BELLANCA 7ACA,1,0,0.0,0.0,,,
BELLANCA 7ECA,15,1,2.0,0.13333333333333333,,,
BELLANCA 7GCAA,6,2,2.0,0.3333333333333333,,,
BELLANCA 7GCB,1,0,0.0,0.0,,,
BELLANCA 7GCBC,41,10,12.0,0.2926829268292683,,,
BELLANCA 7KCAB,10,0,0.0,0.0,,,
BELLANCA 8GCBC,19,2,2.0,0.10526315789473684,,,
BELLANCA 8KCAB,17,2,3.0,0.17647058823529413,,,
BELLANCA 8KCAB-180,1,1,1.0,1.0,,,
BELLANCA CRUISEMASTER,1,0,0.0,0.0,,,
BELLER QUICKSILVER MXLII,1,0,0.0,0.0,,,
BELLET JAMES J VANS RV 8,1,0,0.0,0.0,,,
BELY LEBED,1,1,2.0,2.0,,,
BENDER KITFOX,1,0,0.0,0.0,,,
BENJAMIN HAROLD E RV-4,1,0,0.0,0.0,,,
BENNETT LANCAIR 320,1,0,0.0,0.0,,,
BENNETT MIDJET MUSTANG I,1,0,0.0,0.0,,,
BENTON FRED D SEAWIND 3000,1,1,2.0,2.0,,,
BEREZNAK LANCAIR LEGACY,1,0,0.0,0.0,,,
BERGER BERNARD M PULSAR SERIES III,1,0,0.0,0.0,,,
BERGER MICHAEL A WAIEX,1,1,1.0,1.0,,,
BERIEV AIRCRAFT COMPANY BE-103,1,0,0.0,0.0,,,
BERKEY S-6ES,1,0,0.0,0.0,,,
BERNHARD VANS RV8,1,1,2.0,2.0,,,
BERRIE KOLB MARK III,1,0,0.0,0.0,,,
BERRY DEAN GLASAIR I,1,0,0.0,0.0,,,
BERT N NORRIS RV-6,1,0,0.0,0.0,,,
BERTAGNA JOHN JUST HIGHLANDER,1,0,0.0,0.0,,,
BESARICK SKYBOLT,1,0,0.0,0.0,,,
BEST OFF SKYRANGER,2,0,0.0,0.0,,,
BEVILACQUA JEFFREY L DRAGONFLY MKIIH,1,0,0.0,0.0,,,
BIBBEE COZY MARK IV,1,0,0.0,0.0,,,
BICE DAVID E BEARHAWK,2,0,0.0,0.0,,,
BIESEMEIER DAVID I SMYTH SIDEWINDER,1,1,1.0,1.0,,,
BILLY AMERSON STOL CH 750,1,0,0.0,0.0,,,
BINKLEY RICHARD SONEX,1,1,1.0,1.0,,,
BINS TOM KITFOX IV,1,0,0.0,0.0,,,
BIRCHLER BOYD EAGLE 540,2,0,0.0,0.0,,,
BIRD CK,2,0,0.0,0.0,,,
BIRD SEAWIND 3000,1,1,2.0,2.0,,,
BKF BACKCOUNTRY SUPERCUB,1,0,0.0,0.0,,,
BLACK CHRISTOPHER SPARROW SPORT SPEC,1,0,0.0,0.0,,,
BLACK DONALD COZY III,2,0,0.0,0.0,,,
BLACKSHAPE BS115,1,1,2.0,2.0,,,
BLAKE D BARRYMORE JUST ACFT SUPERSTOL,1,0,0.0,0.0,,,
BLEVINS KAMRON ODYSSEY,1,1,1.0,1.0,,,
